,id,name,form,gen,type1,type2,stats,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg,ability_0,ability_1,ability_hidden,ev_yield,catch_rate,growth_rate,egg_groups,male_percent,female_percent,egg_cycles,egg_steps,is_legendary,evo_1,evo_1_details,evo_2,evo_3,evo_2_details,evo_stage,evo_is_final
955,628,Braviary,Hisuian Braviary,8,psychic,flying,510,110,83,70,112,70,65,Valiant Pokémon,1.5,41.0,Keen Eye,Keen Eye,Defiant,2 Attack,60,Slow,Flying,100.0,0.0,20.0,5140.0,0,Rufflet,"Level 54, in Legends: Arceus",Braviary,,,2.0,1
956,705,Sliggoo,Hisuian Sliggoo,8,steel,dragon,452,58,75,83,83,113,40,Soft Tissue Pokémon,0.8,17.5,Sap Sipper,Sap Sipper,Gooey,2 Sp. Def,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Goomy,"Level 40, in Legends: Arceus",Sliggoo,Goodra,"Level 50, during rain, in Legends: Arceus",2.0,0
957,706,Goodra,Hisuian Goodra,8,steel,dragon,600,80,100,100,110,150,60,Dragon Pokémon,2.0,150.5,Sap Sipper,Sap Sipper,Gooey,3 Sp. Def,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Goomy,"Level 40, in Legends: Arceus",Sliggoo,Goodra,"Level 50, during rain, in Legends: Arceus",3.0,1
958,713,Avalugg,Hisuian Avalugg,8,ice,rock,514,95,127,184,34,36,38,Iceberg Pokémon,2.0,505.0,Own Tempo,Own Tempo,Sturdy,2 Defense,55,Medium Fast,"Mineral,Monster",50.0,50.0,20.0,5140.0,0,Bergmite,"Level 37, in Legends: Arceus",Avalugg,,,2.0,1
959,724,Decidueye,Hisuian Decidueye,8,grass,fighting,530,88,112,80,95,95,60,Arrow Quill Pokémon,1.6,36.6,Overgrow,,Long Reach,3 Attack,45,Medium Slow,Flying,87.5,12.5,15.0,3855.0,0,Rowlet,Level 17,Dartrix,Decidueye,"Level 36, in Legends: Arceus",3.0,1
960,810,Grookey,,8,grass,,310,50,65,50,40,40,65,Chimp Pokémon,0.3,5.0,Overgrow,,Grassy Surge,1 Attack,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Grookey,Level 16,Thwackey,Rillaboom,Level 35,1.0,0
961,811,Thwackey,,8,grass,,420,70,85,70,55,60,80,Beat Pokémon,0.7,14.0,Overgrow,,Grassy Surge,2 Attack,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Grookey,Level 16,Thwackey,Rillaboom,Level 35,2.0,0
962,812,Rillaboom,,8,grass,,530,100,125,90,60,70,85,Drummer Pokémon,2.1,90.0,Overgrow,,Grassy Surge,3 Attack,45,Medium Slow,"Field,Grass",87.5,12.5,20.0,5140.0,0,Grookey,Level 16,Thwackey,Rillaboom,Level 35,3.0,1
963,813,Scorbunny,,8,fire,,310,50,71,40,40,40,69,Rabbit Pokémon,0.3,4.5,Blaze,,Libero,1 Speed,45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Scorbunny,Level 16,Raboot,Cinderace,Level 35,1.0,0
964,814,Raboot,,8,fire,,420,65,86,60,55,60,94,Rabbit Pokémon,0.6,9.0,Blaze,,Libero,2 Speed,45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Scorbunny,Level 16,Raboot,Cinderace,Level 35,2.0,0
965,815,Cinderace,,8,fire,,530,80,116,75,65,75,119,Striker Pokémon,1.4,33.0,Blaze,,Libero,3 Speed,45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Scorbunny,Level 16,Raboot,Cinderace,Level 35,3.0,1
966,816,Sobble,,8,water,,310,50,40,40,70,40,70,Water Lizard Pokémon,0.3,4.0,Torrent,,Sniper,"1 Sp. Def, 1 Speed",45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Sobble,Level 16,Drizzile,Inteleon,Level 35,1.0,0
967,817,Drizzile,,8,water,,420,65,60,55,95,55,90,Water lizard Pokémon,0.7,11.5,Torrent,,Sniper,2 Sp. Atk,45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Sobble,Level 16,Drizzile,Inteleon,Level 35,2.0,0
968,818,Inteleon,,8,water,,530,70,85,65,125,65,120,Secret Agent Pokémon,1.9,45.2,Torrent,,Sniper,3 Speed,45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Sobble,Level 16,Drizzile,Inteleon,Level 35,3.0,1
969,819,Skwovet,,8,normal,,275,70,55,55,35,35,25,Cheeky Pokémon,0.3,2.5,Cheek Pouch,,Gluttony,1 HP,255,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Skwovet,Level 24,Greedent,,,1.0,0
970,820,Greedent,,8,normal,,460,120,95,95,55,75,20,Greedy Pokémon,0.6,6.0,Cheek Pouch,,Gluttony,2 HP,90,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Skwovet,Level 24,Greedent,,,2.0,1
971,821,Rookidee,,8,flying,,245,38,47,35,33,35,57,Tiny Bird Pokémon,0.2,1.8,Keen Eye,Keen Eye,Big Pecks,1 Speed,255,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Rookidee,Level 18,Corvisquire,Corviknight,Level 38,1.0,0
972,822,Corvisquire,,8,flying,,365,68,67,55,43,55,77,Raven Pokémon,0.8,16.0,Keen Eye,Keen Eye,Big Pecks,2 Speed,120,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Rookidee,Level 18,Corvisquire,Corviknight,Level 38,2.0,0
973,823,Corviknight,,8,flying,steel,495,98,87,105,53,85,67,Raven Pokémon,2.2,75.0,Pressure,Pressure,Mirror Armor,3 Defense,45,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Rookidee,Level 18,Corvisquire,Corviknight,Level 38,3.0,1
974,824,Blipbug,,8,bug,,180,25,20,20,25,45,45,Larva Pokémon,0.4,8.0,Swarm,Swarm,Telepathy,1 Sp. Def,255,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Blipbug,Level 10,Dottler,Orbeetle,Level 30,1.0,0
975,825,Dottler,,8,bug,psychic,335,50,35,80,50,90,30,Radome Pokémon,0.4,19.5,Swarm,Swarm,Telepathy,2 Sp. Def,120,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Blipbug,Level 10,Dottler,Orbeetle,Level 30,2.0,0
976,826,Orbeetle,,8,bug,psychic,505,60,45,110,80,120,90,Seven Spot Pokémon,0.4,40.8,Swarm,Swarm,Telepathy,3 Sp. Def,45,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Blipbug,Level 10,Dottler,Orbeetle,Level 30,3.0,1
977,827,Nickit,,8,dark,,245,40,28,28,47,52,50,Fox Pokémon,0.6,8.9,Run Away,Run Away,Stakeout,1 Sp. Def,255,Fast,Field,50.0,50.0,15.0,3855.0,0,Nickit,Level 18,Thievul,,,1.0,0
978,828,Thievul,,8,dark,,455,70,58,58,87,92,90,Fox Pokémon,1.2,19.9,Run Away,Run Away,Stakeout,2 Sp. Def,127,Fast,Field,50.0,50.0,15.0,3855.0,0,Nickit,Level 18,Thievul,,,2.0,1
979,829,Gossifleur,,8,grass,,250,40,40,60,40,60,10,Flowering Pokémon,0.4,2.2,Cotton Down,Cotton Down,Effect Spore,1 Sp. Def,190,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Gossifleur,Level 20,Eldegoss,,,1.0,0
980,830,Eldegoss,,8,grass,,460,60,50,90,80,120,60,Cotton Bloom Pokémon,0.5,2.5,Cotton Down,Cotton Down,Effect Spore,2 Sp. Def,75,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Gossifleur,Level 20,Eldegoss,,,2.0,1
981,831,Wooloo,,8,normal,,270,42,40,55,40,45,48,Sheep Pokémon,0.6,6.0,Fluffy,Fluffy,Bulletproof,1 Defense,255,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Wooloo,Level 24,Dubwool,,,1.0,0
982,832,Dubwool,,8,normal,,490,72,80,100,60,90,88,Sheep Pokémon,1.3,43.0,Fluffy,Fluffy,Bulletproof,2 Defense,127,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Wooloo,Level 24,Dubwool,,,2.0,1
983,833,Chewtle,,8,water,,284,50,64,50,38,38,44,Snapping Pokémon,0.3,8.5,Strong Jaw,Strong Jaw,Swift Swim,1 Attack,255,Medium Fast,"Monster,Water 1",50.0,50.0,20.0,5140.0,0,Chewtle,Level 22,Drednaw,,,1.0,0
984,834,Drednaw,,8,water,rock,485,90,115,90,48,68,74,Bite Pokémon,1.0,115.5,Strong Jaw,Strong Jaw,Swift Swim,2 Attack,75,Medium Fast,"Monster,Water 1",50.0,50.0,20.0,5140.0,0,Chewtle,Level 22,Drednaw,,,2.0,1
985,835,Yamper,,8,electric,,270,59,45,50,40,50,26,Puppy Pokémon,0.3,13.5,Ball Fetch,,Rattled,1 HP,255,Fast,Field,50.0,50.0,20.0,5140.0,0,Yamper,Level 25,Boltund,,,1.0,0
986,836,Boltund,,8,electric,,490,69,90,60,90,60,121,Dog Pokémon,1.0,34.0,Strong Jaw,,Competitive,2 Speed,45,Fast,Field,50.0,50.0,20.0,5140.0,0,Yamper,Level 25,Boltund,,,2.0,1
987,837,Rolycoly,,8,rock,,240,30,40,50,40,50,30,Coal Pokémon,0.3,12.0,Steam Engine,Steam Engine,Flash Fire,1 Defense,255,Medium Slow,Mineral,50.0,50.0,15.0,3855.0,0,Rolycoly,Level 18,Carkol,Coalossal,Level 34,1.0,0
988,838,Carkol,,8,rock,fire,410,80,60,90,60,70,50,Coal Pokémon,1.1,78.0,Steam Engine,Steam Engine,Flash Fire,2 Defense,120,Medium Slow,Mineral,50.0,50.0,15.0,3855.0,0,Rolycoly,Level 18,Carkol,Coalossal,Level 34,2.0,0
989,839,Coalossal,,8,rock,fire,510,110,80,120,80,90,30,Coal Pokémon,2.8,310.5,Steam Engine,Steam Engine,Flash Fire,3 Defense,45,Medium Slow,Mineral,50.0,50.0,15.0,3855.0,0,Rolycoly,Level 18,Carkol,Coalossal,Level 34,3.0,1
990,840,Applin,,8,grass,dragon,260,40,40,80,40,40,20,Apple Core Pokémon,0.2,0.5,Ripen,Ripen,Bulletproof,1 Defense,255,Erratic,"Dragon,Grass",50.0,50.0,20.0,5140.0,0,Applin,use Syrupy Apple,Dipplin,Hydrapple,after Dragon Cheer learned,1.0,0
991,841,Flapple,,8,grass,dragon,485,70,110,80,95,60,70,Apple Wing Pokémon,0.3,1.0,Ripen,Ripen,Hustle,2 Attack,45,Erratic,"Dragon,Grass",50.0,50.0,20.0,5140.0,0,Applin,use Tart Apple,Flapple,,,2.0,1
992,842,Appletun,,8,grass,dragon,485,110,85,80,100,80,30,Apple Nectar Pokémon,0.4,13.0,Ripen,Ripen,Thick Fat,2 HP,45,Erratic,"Dragon,Grass",50.0,50.0,20.0,5140.0,0,Applin,use Sweet Apple,Appletun,,,2.0,1
993,843,Silicobra,,8,ground,,315,52,57,75,35,50,46,Sand Snake Pokémon,2.2,7.6,Sand Spit,Sand Spit,Sand Veil,1 Defense,255,Medium Fast,"Dragon,Field",50.0,50.0,20.0,5140.0,0,Silicobra,Level 36,Sandaconda,,,1.0,0
994,844,Sandaconda,,8,ground,,510,72,107,125,65,70,71,Sand Snake Pokémon,3.8,65.5,Sand Spit,Sand Spit,Sand Veil,2 Defense,120,Medium Fast,"Dragon,Field",50.0,50.0,20.0,5140.0,0,Silicobra,Level 36,Sandaconda,,,2.0,1
995,845,Cramorant,,8,flying,water,475,70,85,55,85,95,85,Gulp Pokémon,0.8,18.0,Gulp Missile,,,2 Sp. Def,45,Medium Fast,"Flying,Water 1",50.0,50.0,20.0,5140.0,0,Cramorant,,,,,1.0,1
996,846,Arrokuda,,8,water,,280,41,63,40,40,30,66,Rush Pokémon,0.5,1.0,Swift Swim,,Propeller Tail,1 Speed,255,Slow,Water 2,50.0,50.0,20.0,5140.0,0,Arrokuda,Level 26,Barraskewda,,,1.0,0
997,847,Barraskewda,,8,water,,490,61,123,60,60,50,136,Skewer Pokémon,1.3,30.0,Swift Swim,,Propeller Tail,2 Speed,60,Slow,Water 2,50.0,50.0,20.0,5140.0,0,Arrokuda,Level 26,Barraskewda,,,2.0,1
998,848,Toxel,,8,electric,poison,242,40,38,35,54,35,40,Baby Pokémon,0.4,11.0,Rattled,Rattled,Klutz,1 Sp. Atk,75,Medium Slow,Undiscovered,50.0,50.0,25.0,6425.0,0,Toxel,"Level 30, with a low key Nature",Toxtricity,,,1.0,0
999,849,Toxtricity,Amped Form,8,electric,poison,502,75,98,70,114,70,75,Punk Pokémon,1.6,40.0,Punk Rock,Punk Rock,Technician,2 Sp. Atk,45,Medium Slow,Human-Like,50.0,50.0,25.0,6425.0,0,Toxel,"Level 30, with an amped Nature",Toxtricity,,,2.0,1
1000,850,Sizzlipede,,8,fire,bug,305,50,65,45,50,50,45,Radiator Pokémon,0.7,1.0,Flash Fire,Flash Fire,Flame Body,1 Attack,190,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Sizzlipede,Level 28,Centiskorch,,,1.0,0
1001,851,Centiskorch,,8,fire,bug,525,100,115,65,90,90,65,Radiator Pokémon,3.0,120.0,Flash Fire,Flash Fire,Flame Body,2 Attack,75,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Sizzlipede,Level 28,Centiskorch,,,2.0,1
1002,852,Clobbopus,,8,fighting,,310,50,68,60,50,50,32,Tantrum Pokémon,0.6,4.0,Limber,,Technician,1 Attack,180,Medium Slow,"Human-Like,Water 1",50.0,50.0,25.0,6425.0,0,Clobbopus,after Taunt learned,Grapploct,,,1.0,0
1003,853,Grapploct,,8,fighting,,480,80,118,90,70,80,42,Tantrum Pokémon,1.6,39.0,Limber,,Technician,2 Attack,45,Medium Slow,"Human-Like,Water 1",50.0,50.0,25.0,6425.0,0,Clobbopus,after Taunt learned,Grapploct,,,2.0,1
1004,854,Sinistea,,8,ghost,,308,40,45,45,74,54,50,Black Tea Pokémon,0.1,0.2,Weak Armor,,Cursed Body,1 Sp. Atk,120,Medium Fast,"Amorphous,Mineral",,,20.0,5140.0,0,Sinistea,use Cracked Pot,Polteageist,,,1.0,0
1005,855,Polteageist,,8,ghost,,508,60,65,65,134,114,70,Black Tea Pokémon,0.2,0.4,Weak Armor,,Cursed Body,2 Sp. Atk,60,Medium Fast,"Amorphous,Mineral",,,20.0,5140.0,0,Sinistea,use Cracked Pot,Polteageist,,,2.0,1
1006,856,Hatenna,,8,psychic,,265,42,30,45,56,53,39,Calm Pokémon,0.4,3.4,Healer,Healer,Magic Bounce,1 Sp. Atk,235,Slow,Fairy,0.0,100.0,20.0,5140.0,0,Hatenna,Level 32,Hattrem,Hatterene,Level 42,1.0,0
1007,857,Hattrem,,8,psychic,,370,57,40,65,86,73,49,Serene Pokémon,0.6,4.8,Healer,Healer,Magic Bounce,2 Sp. Atk,120,Slow,Fairy,0.0,100.0,20.0,5140.0,0,Hatenna,Level 32,Hattrem,Hatterene,Level 42,2.0,0
1008,858,Hatterene,,8,psychic,fairy,510,57,90,95,136,103,29,Silent Pokémon,2.1,5.1,Healer,Healer,Magic Bounce,3 Sp. Atk,45,Slow,Fairy,0.0,100.0,20.0,5140.0,0,Hatenna,Level 32,Hattrem,Hatterene,Level 42,3.0,1
1009,859,Impidimp,,8,dark,fairy,265,45,45,30,55,40,50,Wily Pokémon,0.4,5.5,Prankster,Prankster,Pickpocket,1 Sp. Atk,255,Medium Fast,"Fairy,Human-Like",100.0,0.0,20.0,5140.0,0,Impidimp,Level 32,Morgrem,Grimmsnarl,Level 42,1.0,0
1010,860,Morgrem,,8,dark,fairy,370,65,60,45,75,55,70,Devious Pokémon,0.8,12.5,Prankster,Prankster,Pickpocket,2 Sp. Atk,120,Medium Fast,"Fairy,Human-Like",100.0,0.0,20.0,5140.0,0,Impidimp,Level 32,Morgrem,Grimmsnarl,Level 42,2.0,0
1011,861,Grimmsnarl,,8,dark,fairy,510,95,120,65,95,75,60,Bulk Up Pokémon,1.5,61.0,Prankster,Prankster,Pickpocket,3 Attack,45,Medium Fast,"Fairy,Human-Like",100.0,0.0,20.0,5140.0,0,Impidimp,Level 32,Morgrem,Grimmsnarl,Level 42,3.0,1
1012,862,Obstagoon,,8,dark,normal,520,93,90,101,60,81,95,Blocking Pokémon,1.6,46.0,Reckless,Reckless,Defiant,3 Defense,45,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Zigzagoon,Level 20,Linoone,Obstagoon,"Level 35, Nighttime",3.0,1
1013,863,Perrserker,,8,steel,,440,70,110,100,50,60,50,Viking Pokémon,0.8,28.0,Battle Armor,Battle Armor,Steely Spirit,2 Attack,90,Medium Fast,Field,50.0,50.0,20.0,5140.0,0,Meowth,Level 28,Perrserker,,,2.0,1
1014,864,Cursola,,8,ghost,,510,60,95,50,145,130,30,Coral Pokémon,1.0,0.4,Weak Armor,,Perish Body,2 Sp. Atk,30,Fast,"Water 1,Water 3",25.0,75.0,20.0,5140.0,0,Corsola,Level 38,Cursola,,,2.0,1
1015,865,Sirfetch'd,,8,fighting,,507,62,135,95,68,82,65,Wild Duck Pokémon,0.8,117.0,Steadfast,,Scrappy,2 Attack,45,Medium Fast,"Field,Flying",50.0,50.0,20.0,5140.0,0,Farfetch'd,achieve 3 critical hits in one battle,Sirfetch'd,,,2.0,1
1016,866,Mr. Rime,,8,ice,psychic,520,80,85,75,110,100,70,Comedian Pokémon,1.5,58.2,Tangled Feet,Tangled Feet,Ice Body,3 Sp. Atk,45,Medium Fast,Human-Like,50.0,50.0,25.0,6425.0,0,Mime Jr.,"after Mimic learned, in Galar",Mr. Mime,Mr. Rime,Level 42,3.0,1
1017,867,Runerigus,,8,ground,ghost,483,58,95,145,50,105,30,Grudge Pokémon,1.6,66.6,Wandering Spirit,,,2 Defense,90,Medium Fast,"Amorphous,Mineral",50.0,50.0,25.0,6425.0,0,Yamask,near Dusty Bowl,Runerigus,,,2.0,1
1018,868,Milcery,,8,fairy,,270,45,40,40,50,61,34,Cream Pokémon,0.2,0.3,Sweet Veil,,Aroma Veil,1 Sp. Def,200,Medium Fast,"Amorphous,Fairy",0.0,100.0,20.0,5140.0,0,Milcery,spin around holding Sweet,Alcremie,,,1.0,0
1019,869,Alcremie,,8,fairy,,495,65,60,75,110,121,64,Cream Pokémon,0.3,0.5,Sweet Veil,,Aroma Veil,2 Sp. Def,100,Medium Fast,"Amorphous,Fairy",0.0,100.0,20.0,5140.0,0,Milcery,spin around holding Sweet,Alcremie,,,2.0,1
1020,870,Falinks,,8,fighting,,470,65,100,100,70,60,75,Formation Pokémon,3.0,62.0,Battle Armor,,Defiant,"2 Attack, 1 Sp. Def",45,Medium Fast,"Fairy,Mineral",,,25.0,6425.0,0,Falinks,,,,,1.0,1
1021,871,Pincurchin,,8,electric,,435,48,101,95,91,85,15,Sea Urchin Pokémon,0.3,1.0,Lightning Rod,,Electric Surge,2 Attack,75,Medium Fast,"Amorphous,Water 1",50.0,50.0,20.0,5140.0,0,Pincurchin,,,,,1.0,1
1022,872,Snom,,8,ice,bug,185,30,25,35,45,30,20,Worm Pokémon,0.3,3.8,Shield Dust,,Ice Scales,1 Sp. Atk,190,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Snom,"high Friendship, Nighttime",Frosmoth,,,1.0,0
1023,873,Frosmoth,,8,ice,bug,475,70,65,60,125,90,65,Frost Moth Pokémon,1.3,42.0,Shield Dust,,Ice Scales,2 Sp. Atk,75,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Snom,"high Friendship, Nighttime",Frosmoth,,,2.0,1
1024,874,Stonjourner,,8,rock,,470,100,125,135,20,20,70,Big Rock Pokémon,2.5,520.0,Power Spot,,,2 Defense,60,Slow,Mineral,50.0,50.0,25.0,6425.0,0,Stonjourner,,,,,1.0,1
1025,875,Eiscue,Ice Face,8,ice,,470,75,80,110,65,90,50,Penguin Pokémon,1.4,89.0,Ice Face,,,2 Defense,60,Slow,"Field,Water 1",50.0,50.0,25.0,6425.0,0,Eiscue,,,,,1.0,1
1026,875,Eiscue,Noice Face,8,ice,,470,75,80,70,65,50,130,Penguin Pokémon,1.4,89.0,Ice Face,,,2 Defense,60,Slow,"Field,Water 1",50.0,50.0,25.0,6425.0,0,Eiscue,,,,,1.0,1
1027,876,Indeedee,Male,8,psychic,normal,475,60,65,55,105,95,95,Emotion Pokémon,0.9,28.0,Inner Focus,Inner Focus,Psychic Surge,2 Sp. Atk,30,Fast,Fairy,100.0,0.0,40.0,10280.0,0,Indeedee,,,,,1.0,1
1028,876,Indeedee,Female,8,psychic,normal,475,70,55,65,95,105,85,Emotion Pokémon,0.9,28.0,Inner Focus,Inner Focus,Psychic Surge,2 Sp. Atk,30,Fast,Fairy,100.0,0.0,40.0,10280.0,0,Indeedee,,,,,1.0,1
1029,877,Morpeko,Full Belly Mode,8,electric,dark,436,58,95,58,70,58,97,Two-Sided Pokémon,0.3,3.0,Hunger Switch,,,2 Speed,180,Medium Fast,"Fairy,Field",50.0,50.0,10.0,2570.0,0,Morpeko,,,,,1.0,1
1030,878,Cufant,,8,steel,,330,72,80,49,40,49,40,Copperderm Pokémon,1.2,100.0,Sheer Force,,Heavy Metal,1 Attack,190,Medium Fast,"Field,Mineral",50.0,50.0,25.0,6425.0,0,Cufant,Level 34,Copperajah,,,1.0,0
1031,879,Copperajah,,8,steel,,500,122,130,69,80,69,30,Copperderm Pokémon,3.0,650.0,Sheer Force,,Heavy Metal,2 Attack,90,Medium Fast,"Field,Mineral",50.0,50.0,25.0,6425.0,0,Cufant,Level 34,Copperajah,,,2.0,1
1032,880,Dracozolt,,8,electric,dragon,505,90,100,90,80,70,75,Fossil Pokémon,1.8,190.0,Volt Absorb,Volt Absorb,Sand Rush,2 Attack,45,Slow,Undiscovered,,,35.0,8995.0,0,Dracozolt,,,,,1.0,1
1033,881,Arctozolt,,8,electric,ice,505,90,100,90,90,80,55,Fossil Pokémon,2.3,150.0,Volt Absorb,Volt Absorb,Slush Rush,2 Attack,45,Slow,Undiscovered,,,35.0,8995.0,0,Arctozolt,,,,,1.0,1
1034,882,Dracovish,,8,water,dragon,505,90,90,100,70,80,75,Fossil Pokémon,2.3,215.0,Water Absorb,Water Absorb,Sand Rush,2 Defense,45,Slow,Undiscovered,,,35.0,8995.0,0,Dracovish,,,,,1.0,1
1035,883,Arctovish,,8,water,ice,505,90,90,100,80,90,55,Fossil Pokémon,2.0,175.0,Water Absorb,Water Absorb,Slush Rush,2 Defense,45,Slow,Undiscovered,,,35.0,8995.0,0,Arctovish,,,,,1.0,1
1036,884,Duraludon,,8,steel,dragon,535,70,95,115,120,50,85,Alloy Pokémon,1.8,40.0,Light Metal,Light Metal,Stalwart,2 Sp. Atk,45,Medium Fast,"Dragon,Mineral",50.0,50.0,30.0,7710.0,0,Duraludon,use Metal Alloy,Archaludon,,,1.0,0
1037,885,Dreepy,,8,dragon,ghost,270,28,60,30,40,30,82,Lingering Pokémon,0.5,2.0,Clear Body,Clear Body,Cursed Body,1 Speed,45,Slow,"Amorphous,Dragon",50.0,50.0,40.0,10280.0,0,Dreepy,Level 50,Drakloak,Dragapult,Level 60,1.0,0
1038,886,Drakloak,,8,dragon,ghost,410,68,80,50,60,50,102,Caretaker Pokémon,1.4,11.0,Clear Body,Clear Body,Cursed Body,2 Speed,45,Slow,"Amorphous,Dragon",50.0,50.0,40.0,10280.0,0,Dreepy,Level 50,Drakloak,Dragapult,Level 60,2.0,0
1039,887,Dragapult,,8,dragon,ghost,600,88,120,75,100,75,142,Stealth Pokémon,3.0,50.0,Clear Body,Clear Body,Cursed Body,3 Speed,45,Slow,"Amorphous,Dragon",50.0,50.0,40.0,10280.0,0,Dreepy,Level 50,Drakloak,Dragapult,Level 60,3.0,1
1040,888,Zacian,Hero of Many Battles,8,fairy,,660,92,120,115,80,115,138,Warrior Pokémon,2.8,110.0,Intrepid Sword,,,3 Speed,10,Slow,Undiscovered,,,120.0,30840.0,1,Zacian,,,,,1.0,1
1041,888,Zacian,Crowned Sword,8,fairy,steel,700,92,150,115,80,115,148,Warrior Pokémon,2.8,110.0,Intrepid Sword,,,3 Speed,10,Slow,Undiscovered,,,120.0,30840.0,1,Zacian,,,,,1.0,1
1042,889,Zamazenta,Hero of Many Battles,8,fighting,,660,92,120,115,80,115,138,Warrior Pokémon,2.9,210.0,Dauntless Shield,,,3 Speed,10,Slow,Undiscovered,,,120.0,30840.0,1,Zamazenta,,,,,1.0,1
1043,889,Zamazenta,Crowned Shield,8,fighting,steel,700,92,120,140,80,140,128,Warrior Pokémon,2.9,210.0,Dauntless Shield,,,3 Speed,10,Slow,Undiscovered,,,120.0,30840.0,1,Zamazenta,,,,,1.0,1
1044,890,Eternatus,,8,poison,dragon,690,140,85,95,145,95,130,Gigantic Pokémon,20.0,950.0,Pressure,,,3 HP,255,Slow,Undiscovered,,,120.0,30840.0,1,Eternatus,,,,,1.0,1
1045,890,Eternatus,Eternamax,8,poison,dragon,1125,255,115,250,125,250,130,Gigantic Pokémon,20.0,950.0,Pressure,,,3 HP,255,Slow,Undiscovered,,,120.0,30840.0,1,Eternatus,,,,,1.0,1
1046,891,Kubfu,,8,fighting,,385,60,90,60,53,50,72,Wushu Pokémon,0.6,12.0,Inner Focus,,,1 Attack,3,Slow,Undiscovered,87.5,12.5,120.0,30840.0,1,Kubfu,"use Scroll Of Waters, or in Tower of Water in Galar",Urshifu,,,1.0,0
1047,892,Urshifu,Single Strike Style,8,fighting,dark,550,100,130,100,63,60,97,Wushu Pokémon,1.9,105.0,Unseen Fist,,,3 Attack,3,Slow,Undiscovered,87.5,12.5,120.0,30840.0,1,Kubfu,"use Scroll Of Darkness, or in Tower of Darkness in Galar",Urshifu,,,2.0,1
1048,892,Urshifu,Rapid Strike Style,8,fighting,water,550,100,130,100,63,60,97,Wushu Pokémon,1.9,105.0,Unseen Fist,,,3 Attack,3,Slow,Undiscovered,87.5,12.5,120.0,30840.0,1,Kubfu,"use Scroll Of Waters, or in Tower of Water in Galar",Urshifu,,,2.0,1
1049,893,Zarude,,8,dark,grass,600,105,120,105,70,95,105,Rogue Monkey Pokémon,1.8,70.0,Leaf Guard,,,3 Attack,3,Slow,Undiscovered,,,120.0,30840.0,1,Zarude,,,,,1.0,1
1050,894,Regieleki,,8,electric,,580,80,100,50,100,50,200,Electron Pokémon,1.2,145.0,Transistor,,,3 Speed,3,Slow,Undiscovered,,,120.0,30840.0,1,Regieleki,,,,,1.0,1
1051,895,Regidrago,,8,dragon,,580,200,100,50,100,50,80,Dragon Orb Pokémon,2.1,200.0,Dragon's Maw,,,3 HP,3,Slow,Undiscovered,,,120.0,30840.0,1,Regidrago,,,,,1.0,1
1052,896,Glastrier,,8,ice,,580,100,145,130,65,110,30,Wild Horse Pokémon,2.2,800.0,Chilling Neigh,,,3 Attack,3,Slow,Undiscovered,,,120.0,30840.0,1,Glastrier,,,,,1.0,1
1053,897,Spectrier,,8,ghost,,580,100,65,60,145,80,130,Swift Horse Pokémon,2.0,44.5,Grim Neigh,,,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Spectrier,,,,,1.0,1
1054,898,Calyrex,,8,psychic,grass,500,100,80,80,80,80,80,King Pokémon,1.1,7.7,Unnerve,,,3 HP,3,Slow,Undiscovered,,,120.0,30840.0,1,Calyrex,,,,,1.0,1
1055,898,Calyrex,Ice Rider,8,psychic,ice,680,100,165,150,85,130,50,King Pokémon,1.1,7.7,Unnerve,,,3 HP,3,Slow,Undiscovered,,,120.0,30840.0,1,Calyrex,,,,,1.0,1
